Set,Code,Release Date,Number in the set,Card Name,Rarity,Text,Mana Cost,Type,Power,Toughness,CMC,Artist,Standard
Modern Masters,MMA,6/7/2013,51,Logic Knot,Common,"Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)
Counter target spell unless its controller pays {X}.",{X}{U}{U},Instant,,,2,Glen Angus,No
Modern Masters,MMA,6/7/2013,52,Meloku the Clouded Mirror,Rare,"Flying
{1}, Return a land you control to its owner's hand: Create a 1/1 blue Illusion creature token with flying.",{4}{U},Creature,2,4,5,Scott M. Fischer,No
Modern Masters,MMA,6/7/2013,53,Mothdust Changeling,Common,"Changeling (This card is every creature type.)
Tap an untapped creature you control: Mothdust Changeling gains flying until end of turn.",{U},Creature,1,1,1,Shelly Wan,No
Modern Masters,MMA,6/7/2013,54,Mulldrifter,Uncommon,"Flying
When Mulldrifter enters the battlefield, draw two cards.
Evoke {2}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",{4}{U},Creature,2,2,5,Eric Fortune,No
Modern Masters,MMA,6/7/2013,55,Narcomoeba,Uncommon,"Flying
When Narcomoeba is put into your graveyard from your library, you may put it onto the battlefield.",{1}{U},Creature,1,1,2,Matt Stewart,No
Modern Masters,MMA,6/7/2013,56,Pact of Negation,Rare,"Counter target spell.
At the beginning of your next upkeep, pay {3}{U}{U}. If you don't, you lose the game.",{0},Instant,,,0,Jason Chan,No
Modern Masters,MMA,6/7/2013,57,Peer Through Depths,Common,Look at the top five cards of your library. You may reveal an instant or sorcery card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,{1}{U},Instant,,,2,Anthony S. Waters,No
Modern Masters,MMA,6/7/2013,58,Perilous Research,Common,"Draw two cards, then sacrifice a permanent.",{1}{U},Instant,,,2,Donato Giancola,No
Modern Masters,MMA,6/7/2013,59,Pestermite,Common,"Flash
Flying
When Pestermite enters the battlefield, you may tap or untap target permanent.",{2}{U},Creature,2,1,3,Christopher Moeller,No
Modern Masters,MMA,6/7/2013,60,Petals of Insight,Common,"Look at the top three cards of your library. You may put those cards on the bottom of your library in any order. If you do, return Petals of Insight to its owner's hand. Otherwise, draw three cards.",{4}{U},Sorcery,,,5,Anthony S. Waters,No
Modern Masters,MMA,6/7/2013,61,Reach Through Mists,Common,Draw a card.,{U},Instant,,,1,Anthony S. Waters,No
Modern Masters,MMA,6/7/2013,62,Riftwing Cloudskate,Uncommon,"Flying
When Riftwing Cloudskate enters the battlefield, return target permanent to its owner's hand.
Suspend 3—{1}{U} (Rather than cast this card from your hand, you may pay {1}{U} and exile it with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)",{3}{U}{U},Creature,2,2,5,Carl Critchlow,No
Modern Masters,MMA,6/7/2013,63,Scion of Oona,Rare,"Flash
Flying
Other Faerie creatures you control get +1/+1.
Other Faeries you control have shroud. (They can't be the targets of spells or abilities.)",{2}{U},Creature,1,1,3,Eric Fortune,No
Modern Masters,MMA,6/7/2013,64,Spell Snare,Uncommon,Counter target spell with converted mana cost 2.,{U},Instant,,,1,Hideaki Takamura,No
Modern Masters,MMA,6/7/2013,65,Spellstutter Sprite,Common,"Flash
Flying
When Spellstutter Sprite enters the battlefield, counter target spell with converted mana cost X or less, where X is the number of Faeries you control.",{1}{U},Creature,1,1,2,Rebecca Guay,No
Modern Masters,MMA,6/7/2013,66,Take Possession,Uncommon,"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
Enchant permanent
You control enchanted permanent.",{5}{U}{U},Enchantment,,,7,Michael Phillippi,No
Modern Masters,MMA,6/7/2013,67,Thirst for Knowledge,Uncommon,Draw three cards. Then discard two cards unless you discard an artifact card.,{2}{U},Instant,,,3,Anthony Francisco,No
Modern Masters,MMA,6/7/2013,68,Traumatic Visions,Common,"Counter target spell.
Basic landcycling {1}{U} ({1}{U}, Discard this card: Search your library for a basic land card, reveal it, and put it into your hand. Then shuffle your library.)",{3}{U}{U},Instant,,,5,Cyril Van Der Haegen,No
Modern Masters,MMA,6/7/2013,69,Vedalken Dismisser,Common,"When Vedalken Dismisser enters the battlefield, put target creature on top of its owner's library.",{5}{U},Creature,2,2,6,Dan Scott,No
Modern Masters,MMA,6/7/2013,70,Vendilion Clique,Mythic Rare,"Flash
Flying
When Vendilion Clique enters the battlefield, look at target player's hand. You may choose a nonland card from it. If you do, that player reveals the chosen card, puts it on the bottom of his or her library, then draws a card.",{1}{U}{U},Creature,3,1,3,Michael Sutfin,No
Modern Masters,MMA,6/7/2013,71,Absorb Vis,Common,"Target player loses 4 life and you gain 4 life.
Basic landcycling {1}{B} ({1}{B}, Discard this card: Search your library for a basic land card, reveal it, and put it into your hand. Then shuffle your library.)",{6}{B},Sorcery,,,7,Brandon Kitkouski,No
Modern Masters,MMA,6/7/2013,72,Auntie's Snitch,Uncommon,"Auntie's Snitch can't block.
Prowl {1}{B} (You may cast this for its prowl cost if you dealt combat damage to a player this turn with a Goblin or Rogue.)
Whenever a Goblin or Rogue you control deals combat damage to a player, if Auntie's Snitch is in your graveyard, you may return Auntie's Snitch to your hand.",{2}{B},Creature,3,1,3,Warren Mahy,No
Modern Masters,MMA,6/7/2013,73,Blightspeaker,Common,"{T}: Target player loses 1 life.
{4}, {T}: Search your library for a Rebel permanent card with converted mana cost 3 or less and put it onto the battlefield. Then shuffle your library.",{1}{B},Creature,1,1,2,Ron Spears,No
Modern Masters,MMA,6/7/2013,74,Bridge from Below,Rare,"Whenever a nontoken creature is put into your graveyard from the battlefield, if Bridge from Below is in your graveyard, create a 2/2 black Zombie creature token.
When a creature is put into an opponent's graveyard from the battlefield, if Bridge from Below is in your graveyard, exile Bridge from Below.",{B}{B}{B},Enchantment,,,3,Daarken,No
Modern Masters,MMA,6/7/2013,75,Dark Confidant,Mythic Rare,"At the beginning of your upkeep, reveal the top card of your library and put that card into your hand. You lose life equal to its converted mana cost.",{1}{B},Creature,2,1,2,Scott M. Fischer,No
Modern Masters,MMA,6/7/2013,76,Death Cloud,Rare,"Each player loses X life, discards X cards, sacrifices X creatures, then sacrifices X lands.",{X}{B}{B}{B},Sorcery,,,3,Stephen Tappin,No
Modern Masters,MMA,6/7/2013,77,Death Denied,Common,Return X target creature cards from your graveyard to your hand.,{X}{B}{B},Instant,,,2,James Paick,No
Modern Masters,MMA,6/7/2013,78,Death Rattle,Uncommon,"Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)
Destroy target nongreen creature. It can't be regenerated.",{5}{B},Instant,,,6,Vance Kovacs,No
Modern Masters,MMA,6/7/2013,79,Deepcavern Imp,Common,"Flying, haste
Echo—Discard a card. (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)",{2}{B},Creature,2,2,3,Scott Altmann,No
Modern Masters,MMA,6/7/2013,80,Drag Down,Common,Domain — Target creature gets -1/-1 until end of turn for each basic land type among lands you control.,{2}{B},Instant,,,3,Trevor Claxton,No
Modern Masters,MMA,6/7/2013,81,Dreamspoiler Witches,Common,"Flying
Whenever you cast a spell during an opponent's turn, you may have target creature get -1/-1 until end of turn.",{3}{B},Creature,2,2,4,Jeff Easley,No
Modern Masters,MMA,6/7/2013,82,Earwig Squad,Rare,"Prowl {2}{B} (You may cast this for its prowl cost if you dealt combat damage to a player this turn with a Goblin or Rogue.)
When Earwig Squad enters the battlefield, if its prowl cost was paid, search target opponent's library for three cards and exile them. Then that player shuffles his or her library.",{3}{B}{B},Creature,5,3,5,Warren Mahy,No
Modern Masters,MMA,6/7/2013,83,Executioner's Capsule,Uncommon,"{1}{B}, {T}, Sacrifice Executioner's Capsule: Destroy target nonblack creature.",{B},Artifact,,,1,Warren Mahy,No
Modern Masters,MMA,6/7/2013,84,Extirpate,Rare,"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
Choose target card in a graveyard other than a basic land card. Search its owner's graveyard, hand, and library for all cards with the same name as that card and exile them. Then that player shuffles his or her library.",{B},Instant,,,1,Jon Foster,No
Modern Masters,MMA,6/7/2013,85,Facevaulter,Common,"{B}, Sacrifice a Goblin: Facevaulter gets +2/+2 until end of turn.",{B},Creature,1,1,1,Wayne Reynolds,No
Modern Masters,MMA,6/7/2013,86,Faerie Macabre,Common,"Flying
Discard Faerie Macabre: Exile up to two target cards from graveyards.",{1}{B}{B},Creature,2,2,3,rk post,No
Modern Masters,MMA,6/7/2013,87,Festering Goblin,Common,"When Festering Goblin dies, target creature gets -1/-1 until end of turn.",{B},Creature,1,1,1,Thomas M. Baxa,No
Modern Masters,MMA,6/7/2013,88,Horobi's Whisper,Uncommon,"If you control a Swamp, destroy target nonblack creature.
Splice onto Arcane—Exile four cards from your graveyard. (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",{1}{B}{B},Instant,,,3,Aleksi Briclot,No
Modern Masters,MMA,6/7/2013,89,"Kokusho, the Evening Star",Mythic Rare,"Flying
When Kokusho, the Evening Star dies, each opponent loses 5 life. You gain life equal to the life lost this way.",{4}{B}{B},Creature,5,5,6,Tsutomu Kawade,No
Modern Masters,MMA,6/7/2013,90,Mad Auntie,Uncommon,"Other Goblin creatures you control get +1/+1.
{T}: Regenerate another target Goblin.",{2}{B},Creature,2,2,3,Wayne Reynolds,No
Modern Masters,MMA,6/7/2013,91,Marsh Flitter,Uncommon,"Flying
When Marsh Flitter enters the battlefield, create two 1/1 black Goblin Rogue creature tokens.
Sacrifice a Goblin: Marsh Flitter has base power and toughness 3/3 until end of turn.",{3}{B},Creature,1,1,4,Wayne Reynolds,No
Modern Masters,MMA,6/7/2013,92,Peppersmoke,Common,"Target creature gets -1/-1 until end of turn. If you control a Faerie, draw a card.",{B},Tribal,,,1,Rebecca Guay,No
Modern Masters,MMA,6/7/2013,93,Phthisis,Uncommon,"Destroy target creature. Its controller loses life equal to its power plus its toughness.
Suspend 5—{1}{B} (Rather than cast this card from your hand, you may pay {1}{B} and exile it with five time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)",{3}{B}{B}{B}{B},Sorcery,,,7,Carl Critchlow,No
Modern Masters,MMA,6/7/2013,94,Rathi Trapper,Common,"{B}, {T}: Tap target creature.",{1}{B},Creature,1,2,2,Pete Venters,No
Modern Masters,MMA,6/7/2013,95,Raven's Crime,Common,"Target player discards a card.
Retrace (You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.)",{B},Sorcery,,,1,Warren Mahy,No
Modern Masters,MMA,6/7/2013,96,Skeletal Vampire,Rare,"Flying
When Skeletal Vampire enters the battlefield, create two 1/1 black Bat creature tokens with flying.
{3}{B}{B}, Sacrifice a Bat: Create two 1/1 black Bat creature tokens with flying.
Sacrifice a Bat: Regenerate Skeletal Vampire.",{4}{B}{B},Creature,3,3,6,Wayne Reynolds,No
Modern Masters,MMA,6/7/2013,97,Slaughter Pact,Rare,"Destroy target nonblack creature.
At the beginning of your next upkeep, pay {2}{B}. If you don't, you lose the game.",{0},Instant,,,0,Kev Walker,No
Modern Masters,MMA,6/7/2013,98,Stinkweed Imp,Common,"Flying
Whenever Stinkweed Imp deals combat damage to a creature, destroy that creature.
Dredge 5 (If you would draw a card, instead you may put exactly five cards from the top of your library into your graveyard. If you do, return this card from your graveyard to your hand. Otherwise, draw a card.)",{2}{B},Creature,1,2,3,Nils Hamm,No
Modern Masters,MMA,6/7/2013,99,Street Wraith,Common,"Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)
Cycling—Pay 2 life. (Pay 2 life, Discard this card: Draw a card.)",{3}{B}{B},Creature,3,4,5,Cyril Van Der Haegen,No
Modern Masters,MMA,6/7/2013,100,Syphon Life,Common,"Target player loses 2 life and you gain 2 life.
Retrace (You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.)",{1}{B}{B},Sorcery,,,3,Dan Seagrave,No
Modern Masters,MMA,6/7/2013,101,Thieving Sprite,Common,"Flying
When Thieving Sprite enters the battlefield, target player reveals X cards from his or her hand, where X is the number of Faeries you control. You choose one of those cards. That player discards that card.",{2}{B},Creature,1,1,3,Dan Scott,No
Modern Masters,MMA,6/7/2013,102,Tombstalker,Rare,"Flying
Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)",{6}{B}{B},Creature,5,5,8,Aleksi Briclot,No
Modern Masters,MMA,6/7/2013,103,Warren Pilferers,Common,"When Warren Pilferers enters the battlefield, return target creature card from your graveyard to your hand. If that card is a Goblin card, Warren Pilferers gains haste until end of turn.",{4}{B},Creature,3,3,5,Wayne Reynolds,No
Modern Masters,MMA,6/7/2013,104,Warren Weirding,Common,"Target player sacrifices a creature. If a Goblin is sacrificed this way, that player creates two 1/1 black Goblin Rogue creature tokens, and those tokens gain haste until end of turn.",{1}{B},Tribal,,,2,Matt Cavotta,No
Modern Masters,MMA,6/7/2013,105,Blind-Spot Giant,Common,Blind-Spot Giant can't attack or block unless you control another Giant.,{2}{R},Creature,4,3,3,Jim Murray,No
Modern Masters,MMA,6/7/2013,106,Blood Moon,Rare,Nonbasic lands are Mountains.,{2}{R},Enchantment,,,3,Franz Vohwinkel,No
Modern Masters,MMA,6/7/2013,107,Brute Force,Common,Target creature gets +3/+3 until end of turn.,{R},Instant,,,1,Wayne Reynolds,No
Modern Masters,MMA,6/7/2013,108,Countryside Crusher,Rare,"At the beginning of your upkeep, reveal the top card of your library. If it's a land card, put it into your graveyard and repeat this process.
Whenever a land card is put into your graveyard from anywhere, put a +1/+1 counter on Countryside Crusher.",{1}{R}{R},Creature,3,3,3,Volkan Baga,No
Modern Masters,MMA,6/7/2013,109,Crush Underfoot,Common,Choose a Giant creature you control. It deals damage equal to its power to target creature.,{1}{R},Tribal,,,2,Steven Belledin,No
Modern Masters,MMA,6/7/2013,110,Desperate Ritual,Uncommon,"Add {R}{R}{R} to your mana pool.
Splice onto Arcane {1}{R} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",{1}{R},Instant,,,2,Darrell Riche,No
Modern Masters,MMA,6/7/2013,111,Dragonstorm,Rare,"Search your library for a Dragon permanent card and put it onto the battlefield. Then shuffle your library.
Storm (When you cast this spell, copy it for each spell cast before it this turn.)",{8}{R},Sorcery,,,9,Kev Walker,No
Modern Masters,MMA,6/7/2013,112,Empty the Warrens,Common,"Create two 1/1 red Goblin creature tokens.
Storm (When you cast this spell, copy it for each spell cast before it this turn.)",{3}{R},Sorcery,,,4,Jasper Sandner,No
Modern Masters,MMA,6/7/2013,113,Fiery Fall,Common,"Fiery Fall deals 5 damage to target creature.
Basic landcycling {1}{R} ({1}{R}, Discard this card: Search your library for a basic land card, reveal it, and put it into your hand. Then shuffle your library.)",{5}{R},Instant,,,6,Daarken,No
Modern Masters,MMA,6/7/2013,114,Fury Charm,Common,"Choose one —
• Destroy target artifact.
• Target creature gets +1/+1 and gains trample until end of turn.
• Remove two time counters from target permanent or suspended card.",{1}{R},Instant,,,2,John Avon,No
Modern Masters,MMA,6/7/2013,115,Glacial Ray,Common,"Glacial Ray deals 2 damage to target creature or player.
Splice onto Arcane {1}{R} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",{1}{R},Instant,,,2,Jim Murray,No
Modern Masters,MMA,6/7/2013,116,Grapeshot,Common,"Grapeshot deals 1 damage to target creature or player.
Storm (When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)",{1}{R},Sorcery,,,2,Clint Cearley,No
